2013-09-17,3371,618
2013-09-18,3647,1460
2013-09-19,4621,819
2013-09-20,585,276
2013-09-21,407,272
2013-09-22,1556,881
2013-09-23,3978,1298
2013-09-24,678,718
2013-09-25,360,404
2013-09-26,968,281
2013-09-27,707,511
2013-09-28,1573,98
2013-09-29,1848,335
2013-09-30,8243,1763
2013-10-01,7779,1062
2013-10-02,9693,1531
2013-10-03,5872,797
2013-10-04,12083,348
2013-10-05,534,77
2013-10-06,204,174
2013-10-07,176,117
2013-10-08,358,390
2013-10-09,157,181
2013-10-10,309,603
2013-10-12,1071,297
2013-10-13,2220,289
2013-10-14,856,100
2013-10-15,628,170
2013-10-16,1903,28
2013-10-17,272,65
2013-10-18,13,42
2013-10-19,0,1
2013-10-20,209,127
2013-10-21,245,200
2013-10-22,43,9
2013-10-23,295,144
2013-10-24,3258,248
2013-10-25,4031,626
2013-10-26,3958,2676
2013-10-27,474,336
2013-10-28,859,384
2013-10-29,3160,59
2013-10-30,2335,112
2013-10-31,3900,1458
2013-11-01,36172,3312
2013-11-02,20729,1476
2013-11-03,1159,401
2013-11-04,1132,115
2013-11-05,4867,879
2013-11-06,10715,1637
2013-11-07,12318,1176
2013-11-08,19190,1224
2013-11-09,3298,205
2013-11-10,3211,1485
2013-11-11,2736,983
2013-11-12,3264,627
2013-11-13,31,47
2013-11-14,1294,1254
2013-11-15,92,20
2013-11-16,78,1
2013-11-17,610,88
2013-11-18,1115,35
2013-11-19,2042,396
2013-11-20,3425,285
2013-11-21,350,239
2013-11-22,285,34
2013-11-23,22,12
2013-11-24,2296,154
2013-11-25,4133,473
2013-11-26,564,210
2013-11-27,3497,228
2013-11-28,17,30
2013-11-29,1654,125
2013-11-30,40,1
2013-12-01,788,138
2013-12-02,4017,536
2013-12-03,3129,412
2013-12-04,1733,142
2013-12-05,2770,285
2013-12-06,5365,15
2013-12-08,1492,123
2013-12-09,3863,251
2013-12-10,5,0
2013-12-11,0,1
2013-12-12,299,37
2013-12-13,347,205
2013-12-14,34,9
2013-12-15,504,4
2013-12-16,667,490
2013-12-17,12,4
2013-12-18,663,104
2013-12-19,3275,1603
2013-12-20,1770,116
2013-12-21,1458,488
2013-12-22,2816,123
2013-12-23,219,72
2013-12-24,66,205
2013-12-25,190,22
2013-12-26,471,13
2013-12-27,572,38
2013-12-28,747,7
2013-12-29,139,484
2013-12-30,49,16
2013-12-31,34,4
2014-01-01,42,1
2014-01-02,3087,18
2014-01-03,739,2
2014-01-04,72,46
2014-01-05,141,64
2014-01-06,1680,137
2014-01-07,39,22
2014-01-08,22,15
2014-01-09,6965,79
2014-01-10,21,2
2014-01-11,8,0
2014-01-12,59,31
2014-01-13,39,46
2014-01-14,1377,115
2014-01-15,5524,178
2014-01-16,7050,209
2014-01-17,5352,84
2014-01-18,4892,83
2014-01-19,4411,77
2014-01-20,4735,182
2014-01-21,4747,206
2014-01-22,5440,113
2014-01-23,1285,46
2014-01-24,200,19
2014-01-25,61,4
2014-01-26,2608,186
2014-01-27,435,87
2014-01-28,4655,170
2014-01-29,6945,126
2014-01-30,6847,129
2014-01-31,2085,47
2014-02-01,65,9
2014-02-02,1613,165
2014-02-03,3828,122
2014-02-04,1485,375
2014-02-05,1950,357
2014-02-06,1306,393
2014-02-07,4,6
2014-02-08,777,95
2014-02-09,1244,48
2014-02-10,471,82
2014-02-11,226,6
2014-02-12,2181,15
2014-02-13,297,17
2014-02-14,17,2
2014-02-16,10,7
2014-02-17,11,6
2014-02-18,770,14
2014-02-19,595,130
2014-02-20,417,59
2014-02-21,568,45
2014-02-22,1111,352
